Date,Region,Orders_Received,Production_Output,Transportation_Time_Days,Defect_Rate,Fuel_Cost_per_Litre,Avg_Delivery_Delay_Days,Total_Cost,Revenue,Profit
2024-02-09,Bangalore,266,260,6.114,0.017,83.937,1.514,32796.452,53200.0,20403.548
2024-02-09,Chennai,220,192,5.047,0.023,105.059,1.252,24716.639,44000.0,19283.361
2024-02-09,Hyderabad,206,186,6.742,0.031,88.061,1.17,23785.621,41200.0,17414.379
2024-02-10,Mumbai,381,329,4.829,0.037,74.551,0.679,40565.099,76200.0,35634.901
2024-02-10,Delhi,286,277,4.697,0.025,81.499,1.023,34566.392,57200.0,22633.608
2024-02-10,Bangalore,314,278,6.707,0.033,102.023,1.34,35050.418,62800.0,27749.582
2024-02-10,Chennai,335,285,2.776,0.046,74.063,1.077,35479.078,67000.0,31520.922
2024-02-10,Hyderabad,297,263,4.542,0.019,103.532,2.41,33800.458,59400.0,25599.542
2024-02-11,Mumbai,281,271,3.567,0.03,108.516,2.038,34624.054,56200.0,21575.946
2024-02-11,Delhi,341,309,4.209,0.037,82.007,1.594,38696.844,68200.0,29503.156
2024-02-11,Bangalore,364,333,5.273,0.024,108.489,1.634,41861.936,72800.0,30938.064
2024-02-11,Chennai,219,206,3.256,0.042,78.071,1.441,26221.267,43800.0,17578.733
2024-02-11,Hyderabad,324,295,4.852,0.044,92.792,2.219,37437.645,64800.0,27362.355
2024-02-12,Mumbai,216,200,6.264,0.011,93.871,2.338,26107.788,43200.0,17092.212
2024-02-12,Delhi,294,264,2.817,0.032,76.694,1.363,33128.285,58800.0,25671.715
2024-02-12,Bangalore,310,292,5.415,0.047,77.926,1.222,36430.15,62000.0,25569.85
2024-02-12,Chennai,280,272,4.704,0.036,84.424,0.516,33742.431,56000.0,22257.569
2024-02-12,Hyderabad,209,193,2.766,0.043,96.47,1.25,24749.553,41800.0,17050.447
2024-02-13,Mumbai,289,267,5.475,0.032,73.232,1.353,33448.987,57800.0,24351.013
2024-02-13,Delhi,236,203,2.023,0.028,90.05,1.454,25987.401,47200.0,21212.599
2024-02-13,Bangalore,248,229,5.328,0.037,91.329,1.625,29205.777,49600.0,20394.223
2024-02-13,Chennai,213,188,2.966,0.042,105.774,0.58,23907.511,42600.0,18692.489
2024-02-13,Hyderabad,311,294,3.766,0.045,72.041,1.356,36678.476,62200.0,25521.524
2024-02-14,Mumbai,260,230,2.887,0.021,105.79,2.064,29689.826,52000.0,22310.174
2024-02-14,Delhi,355,324,3.013,0.027,102.329,2.167,40986.716,71000.0,30013.284
2024-02-14,Bangalore,315,296,4.624,0.026,96.185,1.099,37031.132,63000.0,25968.868
2024-02-14,Chennai,338,300,6.184,0.04,108.904,2.262,38220.121,67600.0,29379.879
2024-02-14,Hyderabad,352,328,3.661,0.041,73.871,1.822,41009.845,70400.0,29390.155
2024-02-15,Mumbai,380,326,6.513,0.015,72.75,1.654,40674.45,76000.0,35325.55
2024-02-15,Delhi,222,199,5.089,0.01,74.76,2.34,25797.529,44400.0,18602.471
2024-02-15,Bangalore,212,188,6.403,0.028,107.843,2.19,24733.461,42400.0,17666.539
2024-02-15,Chennai,306,277,2.537,0.016,79.682,1.969,35021.259,61200.0,26178.741
2024-02-15,Hyderabad,380,342,4.09,0.015,95.941,1.785,42892.024,76000.0,33107.976
2024-02-16,Mumbai,211,202,5.438,0.013,102.264,1.378,25951.669,42200.0,16248.331
2024-02-16,Delhi,388,341,3.534,0.01,70.375,1.177,42212.399,77600.0,35387.601
2024-02-16,Bangalore,365,351,5.105,0.026,75.16,2.107,43925.223,73000.0,29074.777
2024-02-16,Chennai,310,297,2.457,0.017,71.831,1.002,36859.431,62000.0,25140.569
2024-02-16,Hyderabad,299,274,6.139,0.019,87.01,1.582,34541.047,59800.0,25258.953
2024-02-17,Mumbai,270,263,6.275,0.027,101.064,1.835,33488.228,54000.0,20511.772
2024-02-17,Delhi,268,233,4.416,0.041,90.631,1.792,29762.19,53600.0,23837.81
2024-02-17,Bangalore,343,324,4.509,0.021,108.421,0.515,40221.537,68600.0,28378.463
2024-02-17,Chennai,334,313,6.122,0.023,102.693,0.64,38906.693,66800.0,27893.307
2024-02-17,Hyderabad,200,187,6.196,0.029,86.221,2.134,24368.994,40000.0,15631.006
2024-02-18,Mumbai,376,323,3.849,0.043,96.34,0.979,40213.055,75200.0,34986.945
2024-02-18,Delhi,279,261,4.021,0.025,71.648,1.349,32711.122,55800.0,23088.878
2024-02-18,Bangalore,202,197,3.203,0.036,79.389,2.213,25540.453,40400.0,14859.547
2024-02-18,Chennai,325,292,6.376,0.031,104.503,0.786,36478.003,65000.0,28521.997
2024-02-18,Hyderabad,242,232,3.946,0.023,75.602,0.942,29066.822,48400.0,19333.178
2024-02-19,Mumbai,296,267,6.871,0.011,78.181,2.165,33904.45,59200.0,25295.55
2024-02-19,Delhi,324,310,6.614,0.027,98.572,0.921,38646.449,64800.0,26153.551
2024-02-19,Bangalore,246,240,6.44,0.049,83.016,1.301,30280.598,49200.0,18919.402
2024-02-19,Chennai,209,179,4.513,0.047,77.25,2.228,23366.63,41800.0,18433.37
2024-02-19,Hyderabad,268,234,3.604,0.029,106.102,2.091,30186.521,53600.0,23413.479
2024-02-20,Mumbai,370,358,5.088,0.05,106.636,1.356,44704.121,74000.0,29295.879
2024-02-20,Delhi,325,315,5.442,0.016,87.625,0.724,39038.462,65000.0,25961.538
2024-02-20,Bangalore,280,251,5.25,0.017,99.552,2.086,32158.574,56000.0,23841.426
2024-02-20,Chennai,247,232,3.621,0.025,81.935,1.407,29362.819,49400.0,20037.181
2024-02-20,Hyderabad,249,225,6.2,0.034,107.82,0.724,28440.185,49800.0,21359.815
2024-02-21,Mumbai,226,195,4.469,0.046,72.77,1.759,25007.44,45200.0,20192.56
2024-02-21,Delhi,370,346,6.372,0.032,104.816,2.365,43750.883,74000.0,30249.117
2024-02-21,Bangalore,312,271,5.276,0.025,96.673,0.918,33945.57,62400.0,28454.43
2024-02-21,Chennai,330,284,4.105,0.032,104.13,0.503,35372.964,66000.0,30627.036
2024-02-21,Hyderabad,348,331,3.943,0.039,98.111,1.097,41249.437,69600.0,28350.563
2024-02-22,Mumbai,302,286,4.003,0.022,95.039,1.408,35974.494,60400.0,24425.506
2024-02-22,Delhi,252,223,5.978,0.028,83.688,1.57,28381.949,50400.0,22018.051
2024-02-22,Bangalore,387,330,2.481,0.016,108.876,2.207,41792.496,77400.0,35607.504
2024-02-22,Chennai,271,246,3.285,0.039,107.072,0.984,31082.792,54200.0,23117.208
2024-02-22,Hyderabad,351,301,2.438,0.026,100.193,2.265,38254.331,70200.0,31945.669
2024-02-23,Mumbai,325,311,3.636,0.021,102.827,2.485,39590.762,65000.0,25409.238
2024-02-23,Delhi,255,238,2.224,0.013,86.912,1.757,30307.39,51000.0,20692.61
2024-02-23,Bangalore,342,300,3.629,0.028,87.85,1.765,37761.007,68400.0,30638.993
2024-02-23,Chennai,363,322,3.311,0.035,75.751,2.234,40514.324,72600.0,32085.676
2024-02-23,Hyderabad,316,270,2.548,0.025,71.537,2.126,34178.49,63200.0,29021.51
2024-02-24,Mumbai,361,333,3.684,0.034,80.59,1.916,41723.902,72200.0,30476.098
2024-02-24,Delhi,343,297,5.742,0.014,78.565,1.776,37313.782,68600.0,31286.218
2024-02-24,Bangalore,307,266,6.805,0.021,87.48,0.821,33205.469,61400.0,28194.531
2024-02-24,Chennai,207,201,2.34,0.036,109.629,1.238,25835.143,41400.0,15564.857
2024-02-24,Hyderabad,232,213,5.733,0.012,84.959,1.638,27228.528,46400.0,19171.472
2024-02-25,Mumbai,328,290,4.602,0.025,107.658,0.75,36251.505,65600.0,29348.495
2024-02-25,Delhi,349,336,2.784,0.049,103.393,1.01,41859.102,69800.0,27940.898
2024-02-25,Bangalore,358,318,6.305,0.027,89.456,0.538,39323.552,71600.0,32276.448
2024-02-25,Chennai,313,292,3.577,0.049,70.522,1.377,36433.811,62600.0,26166.189
2024-02-25,Hyderabad,206,192,4.731,0.026,75.686,1.355,24474.347,41200.0,16725.653
2024-02-26,Mumbai,278,271,6.102,0.036,81.772,1.563,34119.263,55600.0,21480.737
2024-02-26,Delhi,344,313,6.833,0.043,108.894,0.734,39015.885,68800.0,29784.115
2024-02-26,Bangalore,329,301,4.684,0.031,104.707,1.295,37814.682,65800.0,27985.318
2024-02-26,Chennai,240,227,3.592,0.023,95.621,0.985,28688.901,48000.0,19311.099
2024-02-26,Hyderabad,393,367,2.602,0.018,104.967,1.325,45752.223,78600.0,32847.777
2024-02-27,Mumbai,265,225,5.316,0.025,100.464,0.743,28375.948,53000.0,24624.052
2024-02-27,Delhi,207,190,3.157,0.015,83.609,1.56,24416.261,41400.0,16983.739
2024-02-27,Bangalore,368,331,5.105,0.011,106.49,1.269,41419.216,73600.0,32180.784
2024-02-27,Chennai,247,233,4.999,0.035,105.923,0.984,29511.421,49400.0,19888.579
